id,price_usd
2264482,183714.84375
2264491,118798.375
2264514,140572.375
2264518,163000.625
2264525,132090.96875
2264537,176247.0
2264545,107842.0625
2264549,94357.40625
2264569,109761.578125
2264570,112106.4296875
2264571,109761.578125
2264572,112106.4296875
2264573,111028.1015625
2264574,158766.34375
2264575,91830.796875
2264576,112106.4296875
2264577,111028.1015625
2264578,162375.1875
2264589,437145.71875
2264598,161163.921875
2264600,161163.921875
2264603,161163.921875
2264604,161163.921875
2264607,161163.921875
2264610,161163.921875
2264617,180796.71875
2264618,44674.171875
2264619,223519.734375
2264629,157083.125
2264633,141344.796875
2264637,262167.28125
2264686,196636.390625
2264690,104846.046875
2264695,139635.203125
2264699,195790.125
2264702,204585.6875
2264709,109411.5390625
2264714,102731.9921875
2264717,110887.7109375
2264718,112913.96875
2264723,191365.40625
2264731,226746.5
2264732,4411259.0
2264733,1056816.5
2264734,315455.53125
2264735,120625.890625
2264736,720902.125
2264737,634622.875
2264744,720902.125
2264745,417470.78125
2264747,720902.125
2264756,116897.640625
2264763,130110.3828125
2264770,86312.9765625
2264773,299232.0
2264774,301691.625
2264780,190000.0
2264785,125049.59375
2264795,107553.3359375
2264796,209041.734375
2264798,190000.0
2264799,383040.90625
2264800,106841.921875
2264801,146934.078125
2264807,246794.90625
2264808,92256.4609375
2264811,265211.0625
2264812,177901.96875
2264813,140350.0625
2264818,177901.96875
2264835,356735.625
2264838,127297.625
2264847,215025.90625
2264851,287435.28125
2264878,59206.51171875
2264880,362372.09375
2264888,146768.40625
2264890,44876.2265625
2264893,196969.0625
2264896,187414.953125
2264920,199448.546875
2264924,129569.0078125
2264925,128589.765625
2264927,177741.203125
2264929,211732.78125
2264940,123220.5
2264943,107554.8984375
2264946,91271.8671875
2264952,667070.0
2264960,70057.8515625
2264970,477873.03125
2264971,123220.5
2264975,91271.8671875
2264976,248349.328125
2264981,72932.1328125
2264986,329311.84375
2264989,130370.6171875
2264992,412951.40625
2264994,128511.9140625
2264997,154839.265625
2265009,145437.09375
2265015,108831.5625
2265019,392507.3125
2265023,234293.578125
2265028,69999.234375
2265029,286923.46875
2265031,561317.0625
2265038,80246.2265625
2265045,396953.8125
2265046,363944.34375
2265055,424113.09375
2265057,537693.5
2265059,232649.65625
2265060,245670.609375
2265063,276959.78125
2265085,74000.0
2265086,144274.40625
2265087,74000.0
2265097,216664.8125
2265098,76100.6796875
2265133,119364.3046875
2265145,867106.5625
2265155,161798.65625
2265180,115525.9453125
2265183,178090.34375
2265192,48500.0
2265193,430000.0
2265194,229976.53125
2265195,239033.4375
2265196,256142.015625
2265220,115000.0
2265226,78000.0
2265230,315000.0
2265232,77000.0
2265236,360000.0
2265246,57000.0
2265257,133471.203125
2265258,193000.0
2265259,80000.0
2265263,62000.0
2265267,147000.0
2265270,126971.2421875
2265513,229329.40625
2265537,362406.21875
2265542,196952.21875
2265545,241577.078125
2265547,159809.90625
2265549,69897.9609375
2265551,169969.375
2265552,109496.1015625
2265553,110570.1796875
2265554,110543.4296875
2265555,106089.484375
2265556,128745.046875
2265557,107577.59375
2265558,107550.84375
2265559,118972.1171875
2265560,120287.7734375
2265561,121037.34375
2265562,121037.34375
2265563,169167.90625
2265564,170217.125
2265565,169191.296875
2265566,178392.625
2265567,170185.4375
2265568,169159.609375
2265569,178360.9375
2265570,102327.671875
2265571,78907.875
2265572,78907.875
2265573,81280.0078125
2265574,81280.0078125
2265599,122419.8046875
2265603,126755.4296875
2265606,71255.546875
2265607,77551.3203125
2265610,118970.9921875
2265611,55515.90625
2265613,87838.5390625
2265614,104682.8359375
2265626,138469.75
2265630,146110.9375
2265631,212932.421875
2265632,78235.25
2265636,376924.96875
2265638,89071.5078125
2265639,142937.78125
2265642,96659.15625
2265670,138113.890625
2265671,101464.8046875
2265672,77491.453125
2265674,262385.625
2265675,296712.6875
2265676,155451.453125
2265677,143280.65625
2265678,106701.8125
2265681,127081.6875
2265683,140636.8125
2265684,179816.59375
2265685,134129.25
2265687,340654.5625
2265688,92777.671875
2265689,92777.671875
2265690,129820.703125
2265691,94868.1015625
2265692,94868.1015625
2265693,95176.6171875
2265694,95176.6171875
2265695,95737.265625
2265696,95737.265625
2265697,96569.3984375
2265698,99020.625
2265699,99309.953125
2265700,99329.140625
2265701,98074.46875
2265702,96569.3984375
2265703,99020.625
2265704,99020.625
2265705,99309.953125
2265706,99329.140625
2265707,99889.7890625
2265708,1536094.0
2265710,145339.59375
2265711,135378.03125
2265712,103531.484375
2265719,241556.34375
2265721,138422.4375
2265729,274743.96875
2265733,114437.625
2265734,93056.1484375
2265755,162837.640625
2265756,109324.8203125
2265757,108566.515625
2265758,113406.921875
2265767,117519.046875
2265768,117519.046875
2265779,152867.953125
2265780,112904.4453125
2265781,111619.4296875
2265784,74905.359375
2265785,132343.28125
2265786,156472.546875
2265787,136826.390625
2265788,144367.859375
2265789,240544.796875
2265790,181000.359375
2265791,181000.359375
2265793,347552.78125
2265794,358500.0625
2265795,359553.28125
2265798,353410.53125
2265799,358500.0625
2265800,357475.3125
2265801,359553.28125
2265804,89464.671875
2265805,99004.1328125
2265809,141560.59375
2265810,97302.0546875
2265813,130367.3359375
2265816,233205.921875
2265817,75000.0
2265818,68687.21875
2265822,124524.75
2265824,222282.390625
2265830,72648.03125
2265831,183969.40625
2265833,183664.6875
2265834,199058.96875
2265851,630334.125
2265853,116829.390625
2265857,86011.171875
2265868,103562.4140625
2265869,107079.5
2265870,124609.078125
2265871,124609.078125
2265872,124609.078125
2265873,124609.078125
2265874,124609.078125
2265876,92462.90625
2265877,104376.15625
2265879,144510.59375
2265881,81525.2109375
2265886,284903.625
2265887,523459.4375
2265888,258015.90625
2265889,90886.8828125
2265926,137886.484375
2265927,95432.859375
2265928,95717.71875
2265929,95432.859375
2265930,92287.3203125
2265931,67980.1875
2265932,178753.984375
2265933,175666.359375
2265934,260285.484375
2265936,84309.171875
2265937,87747.828125
2265938,95839.046875
2265946,86378.5390625
2265954,395234.375
2265955,90893.296875
2265957,715447.875
2265959,114671.1484375
2265963,152828.171875
2265964,108042.375
2265966,127214.8359375
2265967,127214.8359375
2265968,154071.96875
2265974,75170.0703125
2265978,292258.71875
2265980,113458.375
2265981,475588.03125
2265982,358010.40625
2265983,232823.53125
2265984,123068.84375
2265988,180154.140625
2265989,88214.3984375
2265991,139695.578125
2266020,160938.828125
2266031,115522.90625
2266032,299882.84375
2266064,130394.3828125
2266079,559641.25
2266080,559641.25
2266083,606343.6875
2266084,606343.6875
2266102,420159.21875
2266105,603345.75
2266106,603345.75
2266109,485479.09375
2266110,485479.09375
2266113,423684.65625
2266114,423684.65625
2266117,420626.46875
2266118,420626.46875
2266121,221383.921875
2266156,225508.375
2266158,213413.140625
2266159,94515.484375
2266171,583319.375
2266172,583319.375
2266177,274197.78125
2266178,274197.78125
2266179,274197.78125
2266180,274197.78125
2266189,362512.96875
2266190,362512.96875
2266244,583258.0625
2266245,583258.0625
2266254,421443.8125
2266255,421443.8125
2266258,633866.5625
2266259,633866.5625
2266260,835503.375
2266261,835503.375
2266262,460764.5
2266263,460764.5
2266277,693575.625
2266278,966234.375
2266279,966234.375
2266284,479092.15625
2266285,479092.15625
2266294,388959.09375
2266297,654452.8125
2266316,586382.875
2266317,586382.875
2266320,228079.453125
2266321,228079.453125
2266322,416111.4375
2266323,416111.4375
2266334,675956.375
2266335,675956.375
2266342,285240.1875
2266348,516861.9375
2266352,311466.34375
2266353,311466.34375
2266356,284847.625
2266357,284847.625
2266366,917562.0625
2266367,917562.0625
2266373,259668.4375
2266374,259668.4375
2266378,225254.296875
2266444,420502.46875
2266446,683106.75
2266447,2364335.5
2266449,247011.453125
2266452,268218.75
2266454,270118.8125
2266455,318907.8125
2266467,245660.8125
2266469,517581.6875
2266477,407215.03125
2266478,149728.09375
2266481,105742.546875
2266483,256390.640625
2266485,183563.03125
2266486,657850.5625
2266487,657850.5625
2266489,534037.875
2266503,494049.0625
2266519,246941.6875
2266523,454993.84375
2266527,166773.515625
2266530,105742.546875
2266532,427643.28125
2266533,136179.53125
2266534,240507.703125
2266562,202566.703125
2266563,177479.609375
2266569,165920.0
2266570,435072.625
2266571,667386.6875
2266572,326479.5
2266574,120695.140625
2266587,130588.2578125
2266597,227977.671875
2266599,132164.265625
2266602,1007849.4375
2266603,1007849.4375
2266604,1007849.4375
2266605,1007849.4375
2266654,583319.375
2266658,148037.296875
2266664,672144.0
2266673,215213.71875
2266688,580627.375
2266699,860427.3125
2266700,433152.65625
2266701,603423.6875
2266702,603423.6875
2266710,148677.140625
2266712,90216.4609375
2266717,90216.4609375
2266722,91307.40625
2266723,135103.390625
2266729,135103.390625
2266730,135103.390625
2266731,135103.390625
2266732,135103.390625
2266733,135103.390625
2266734,135103.390625
2266735,135103.390625
2266736,135103.390625
2266737,135103.390625
2266739,135103.390625
2266740,135103.390625
2266741,135103.390625
2266742,135103.390625
2266743,135103.390625
2266744,91307.40625
2266748,133446.65625
2266749,375865.90625
2266775,187161.140625
2266781,159075.234375
2266783,187161.140625
2266784,187161.140625
2266793,172928.015625
2266795,135191.5625
2266802,176209.921875
2266805,176209.921875
2266816,258409.765625
2266826,156885.203125
2266835,248804.578125
2266836,309186.34375
2266838,156885.203125
2266839,162631.4375
2266845,159886.5
2266848,122782.53125
2266851,158052.234375
2266856,160142.390625
2266857,95578.2734375
2266863,646379.1875
2266865,212531.578125
2266888,70380.3984375
2266889,96622.546875
2266893,357596.3125
2266898,316546.625
2266918,107714.046875
2266924,352778.28125
2266945,108160.953125
2266947,233549.515625
2267013,68574.9765625
2267025,1165961.875
2267031,68574.9765625
2267032,68574.9765625
2267033,68574.9765625
2267034,68574.9765625
2267049,181579.40625
2267051,181579.40625
2267067,132852.265625
2267073,129941.9140625
2267074,86875.8828125
2267075,104386.9375
2267076,713351.5
2267086,139835.1875
2267097,259778.125
2267100,101350.453125
2267105,118825.9609375
2267108,95534.0703125
2267109,93800.1484375
2267129,245979.6875
2267140,122445.640625
2267141,123036.375
2267142,123036.375
2267143,123962.84375
2267144,123962.84375
2267145,123962.84375
2267146,123962.84375
2267147,217095.171875
2267148,75273.2265625
2267149,75273.2265625
2267156,492728.4375
2267168,148035.5
2267169,99422.9609375
2267178,229053.5625
2267180,121390.4609375
2267181,159886.140625
2267185,178429.125
2267198,172494.6875
2267200,172494.6875
2267207,189036.484375
2267210,94010.3828125
2267213,250219.65625
2267217,162311.75
2267222,144521.75
2267229,450303.9375
2267237,675447.5625
2267238,136268.515625
2267239,285824.28125
2267251,153065.140625
2267255,144839.53125
2267257,132684.546875
2267259,161411.28125
2267260,141343.859375
2267261,105042.921875
2267262,126902.34375
2267264,177147.453125
2267302,346725.125
2267306,76858.109375
2267307,205359.9375
2267308,100908.265625
2267311,283278.71875
2267312,235336.03125
2267315,202978.0625
2267316,228664.484375
2267318,74502.8125
2267319,162684.265625
2267321,111784.6171875
2267323,117841.75
2267324,117841.75
2267325,117841.75
2267326,86294.21875
2267332,239134.671875
2267333,247553.546875
2267334,79558.0390625
2267336,79558.0390625
2267337,79558.0390625
2267338,202843.359375
2267339,311543.0
2267341,69905.65625
2267342,109702.34375
2267344,237187.4375
2267345,200450.75
2267348,465598.96875
2267349,308047.71875
2267350,820805.6875
2267365,349073.9375
2267366,207874.71875
2267367,271803.125
2267371,482764.375
2267372,429762.8125
2267373,467459.125
2267376,126429.6953125
2267386,117385.5625
2267475,124927.734375
2267480,130793.578125
2267487,454260.25
2267488,189763.375
2267489,173427.6875
2267504,313197.0
2267515,121167.1328125
2267516,229499.8125
2267517,68713.90625
2267518,202725.0625
2267519,202725.0625
2267520,132737.578125
2267521,137247.53125
2267522,133779.5625
2267523,134525.578125
2267524,136532.71875
2267525,137247.53125
2267527,220098.0625
2267528,184287.828125
2267529,100778.40625
2267530,136771.8125
2267533,127369.7890625
2267544,203922.28125
2267546,133899.25
2267547,163866.40625
2267551,173198.765625
2267552,153996.1875
2267602,207699.421875
2267603,202412.4375
2267605,86681.4296875
2267608,67154.4140625
2267609,136144.21875
2267612,221251.859375
2267614,137379.203125
2267621,136555.0
2267623,118539.6015625
2267624,188385.1875
2267627,78985.421875
2267628,65000.0
2267629,120528.5
2267632,260478.609375
2267633,48452.65625
2267634,48452.65625
2267635,48452.65625
2267636,48452.65625
2267637,181352.3125
2267638,274337.875
2267646,115459.3984375
2267653,146133.71875
2267654,75625.3046875
2267657,115000.0
2267668,127682.8671875
2267670,573746.625
2267671,262472.5625
2267672,246089.375
2267673,283808.28125
2267674,181333.40625
2267675,93141.1015625
2267677,397028.25
2267693,191612.59375
2267694,373110.6875
2267696,156796.328125
2267705,81879.53125
2267711,111673.265625
2267712,85855.8046875
2267731,99159.828125
2267792,329712.8125
2267800,272954.09375
2267821,644235.0
2267839,227996.296875
2267840,220307.703125
2267900,164553.25
2267908,139075.265625
2267928,223761.109375
2267932,92000.0
2267934,85000.0
2267936,175000.0
2267943,90000.0
2267946,78000.0
2267947,80000.0
2267951,150000.0
2267953,78000.0
2267958,90000.0
2267960,80000.0
2267964,75000.0
2267978,115000.0
2267981,166868.109375
2267982,210000.0
2267985,90000.0
2267994,80000.0
2268002,343119.625
2268003,244243.46875
2268005,125120.4296875
2268029,1661302.375
2268036,418296.40625
2268045,220792.109375
2268050,78000.0
2268051,89398.6875
2268052,281517.0
2268053,93000.0
2268055,138219.71875
2268059,229206.28125
2268091,184705.953125
2268145,66789.1640625
2268150,126496.1796875
2268158,414522.03125
2268159,637813.0625
2268160,188789.609375
2268161,129616.484375
2268170,175456.640625
2268189,123039.171875
2268193,308108.0625
2268201,90736.7890625
2268204,316903.65625
2268208,98739.734375
2268218,145818.546875
2268221,223057.703125
2268224,168463.71875
2268227,99680.3359375
2268231,121145.4296875
2268234,146349.3125
2268237,285920.125
2268240,245210.515625
2268244,103085.3046875
2268248,168463.71875
2268254,95670.671875
2268267,168463.71875
2268270,157746.859375
2268273,164817.453125
2268284,410920.90625
2268286,131268.671875
2268294,89427.546875
2268295,227775.0625
2268297,98739.734375
2268300,245270.671875
2268301,187000.0
2268303,154793.078125
2268305,316179.65625
2268307,164817.453125
2268309,187000.0
2268312,266445.21875
2268315,157000.0
2268317,307795.0625
2268318,343000.0
2268325,170000.0
2268327,448402.46875
2268329,273169.375
2268332,245270.671875
2268333,268265.625
2268338,77782.359375
2268340,308108.0625
2268343,280047.03125
2268345,119327.3984375
2268347,126792.40625
2268351,137567.703125
2268355,242461.046875
2268357,164817.453125
2268359,393165.34375
2268367,225713.15625
2268372,150096.703125
2268374,144820.5625
2268376,185710.921875
2268381,150000.0
2268386,80415.109375
2268390,421034.375
2268392,96163.4140625
2268395,242461.046875
2268399,308108.0625
2268406,124698.859375
2268408,244287.96875
2268413,164817.453125
2268419,218368.625
2268425,516837.75
2268429,262548.84375
2268432,324811.21875
2268437,185710.921875
2268439,123039.171875
2268441,123039.171875
2268449,129616.484375
2268453,164817.453125
2268455,280047.03125
2268474,314663.125
2268475,78062.953125
2268479,242461.046875
2268483,126792.40625
2268485,316903.65625
2268491,290155.75
2268497,149903.9375
2268505,118850.3203125
2268508,97252.0234375
2268511,526257.875
2268517,100685.046875
2268519,90308.9140625
2268521,136525.84375
2268529,78254.09375
2268531,81551.2421875
2268533,83090.2578125
2268535,259481.671875
2268537,109140.0546875
2268541,175456.640625
2268543,204886.46875
2268545,174204.453125
2268546,164817.453125
2268548,523886.21875
2268550,299973.96875
2268553,99680.3359375
2268567,144666.21875
2268569,393165.34375
2268573,148035.5
2268582,570421.5625
2268587,234473.390625
2268591,66629.1484375
2268593,83090.2578125
2268597,66629.1484375
2268599,66629.1484375
2268601,82851.6640625
2268603,82851.6640625
2268605,82851.6640625
2268607,82851.6640625
2268609,82851.6640625
2268612,82851.6640625
2268614,157746.859375
2268616,147205.859375
2268622,396200.46875
2268624,90308.9140625
2268626,100685.046875
2268628,380633.21875
2268629,380633.21875
2268631,310917.9375
2268635,157746.859375
2268640,533405.0625
2268642,701436.8125
2268650,179785.515625
2268652,126792.40625
2268656,125817.40625
2268662,259481.671875
2268664,179042.53125
2268666,152091.203125
2268668,81551.2421875
2268670,78254.09375
2268676,285920.125
2268684,244568.84375
2268690,139859.921875
2268692,109140.0546875
2268696,70035.734375
2268698,70035.734375
2268700,70035.734375
2268702,70035.734375
2268704,70035.734375
2268706,70035.734375
2268708,70035.734375
2268710,70035.734375
2268712,70035.734375
2268714,140048.296875
2268716,109140.0546875
2268717,109140.0546875
2268719,109140.0546875
2268722,109140.0546875
2268724,118508.9296875
2268735,75913.75
2268737,119543.046875
2268739,262548.84375
2268741,300236.25
2268749,82856.8359375
2268751,76309.0078125
2268754,367828.15625
2268756,117633.5625
2268763,102590.3359375
2268765,168463.71875
2268769,105399.4921875
2268771,381861.71875
2268779,241326.765625
2268783,192509.484375
2268785,231787.78125
2268787,217544.03125
2268789,255281.921875
2268797,216266.203125
2268801,677082.6875
2268803,102353.625
2268807,309625.71875
2268809,316079.71875
2268815,146827.125
2268836,417399.21875
2268838,136525.84375
2268842,316903.65625
2268852,105928.9140625
2268873,119543.046875
2268889,185710.921875
2268892,161504.203125
2268895,105141.859375
2268897,964639.1875
2268905,225511.796875
2268908,119404.1875
2268912,209858.03125
2268919,299297.375
2268925,61368.3046875
2268935,108393.40625
2268947,109524.578125
2268951,488700.0
2268975,237959.96875
2268977,322901.1875
2268983,127196.8828125
2268997,417399.21875
2269000,308108.0625
2269002,192449.953125
2269005,215406.953125
2269007,166529.9375
2269009,299973.96875
2269017,206625.0
2269023,109524.578125
2269029,134115.96875
2269035,266837.875
2269037,140048.296875
2269041,296535.875
2269045,174639.6875
2269055,99680.3359375
2269057,300000.0
2269067,179947.015625
2269069,237732.015625
2269075,216808.375
2269077,206625.0
2269081,382158.4375
2269094,70035.734375
2269102,99626.625
2269110,66629.1484375
2269116,251060.328125
2269122,95000.0
2269129,142276.34375
2269155,119685.2421875
2269172,78135.28125
2269176,60481.3515625
2269179,85527.8125
2269180,263773.53125
2269181,168214.71875
2269185,237453.0
2269187,126330.875
2269193,60813.484375
2269197,60813.484375
2269203,108630.140625
2269205,316872.0625
2269206,118955.2109375
2269210,103924.5234375
2269211,87900.296875
2269215,197153.46875
2269216,93994.5625
2269237,94958.765625
2269238,168772.78125
2269240,103820.3203125
2269257,202322.0625
2269278,445672.375
2269302,402012.9375
2269304,88943.40625
2269314,88943.40625
2269315,70409.6953125
2269325,88943.40625
2269326,87627.8828125
2269338,87627.8828125
2269361,146831.4375
2269380,568648.0625
2269386,116898.75
2269392,168321.640625
2269403,164817.453125
2269424,304016.0
2269430,119490.890625
2269432,81545.53125
2269437,100877.46875
2269438,105803.7109375
2269450,81545.53125
2269457,81545.53125
2269459,121542.5546875
2269462,362539.1875
2269463,77230.15625
2269464,109700.59375
2269470,100877.46875
2269483,81545.53125
2269535,439665.28125
2269542,161597.140625
2269549,125895.546875
2269640,221992.328125
2269641,625741.9375
2269696,142372.84375
2269715,171793.625
2269722,126191.0703125
2269758,291652.96875
2269761,24727.09765625
2269762,123966.3828125
2269763,431138.3125
2269794,227994.984375
2269795,220000.0
2269800,124138.2734375
2270115,1925111.0
2270126,106734.4765625
2270130,480515.46875
2270131,145130.75
2270139,387630.25
2270165,91885.234375
2270166,56998.6484375
2270167,139083.6875
2270209,295718.0625
2270216,251079.328125
2270219,96836.375
2270226,106654.5546875
2270227,216112.65625
2270232,1553200.125
2270235,507202.875
2270243,174144.890625
2270246,300648.5625
2270248,709861.375
2270260,111014.71875
2270276,304711.53125
2270280,207040.09375
2270290,352844.9375
2270317,122518.5078125
2270326,266073.96875
2270337,87078.671875
2270351,314615.8125
2270358,234005.046875
2270363,178788.28125
2270373,418322.3125
2270386,77227.1953125
2270387,278856.78125
2270414,234517.671875
2270416,64707.265625
2270417,283475.71875
2270424,158103.0
2270426,232743.03125
2270436,99552.484375
2270439,240311.3125
2270454,246190.515625
2270455,124991.5625
2270457,220128.25
2270458,201013.0625
2270463,738650.0625
2270464,613269.4375
2270465,1313343.75
2270491,150859.296875
2270516,89195.6484375
2270518,180000.0
2270524,140000.0
2270526,99775.5
2270528,98000.0
2270539,450000.0
2270543,327000.0
2270546,200000.0
2270549,129800.0
2270550,327000.0
2270552,130000.0
2270556,95000.0
2270565,90008.6484375
2270568,160000.0
2270578,395000.0
2270588,485152.375
2270589,469960.34375
2270596,93921.7421875
2270597,73047.921875
2270598,178132.28125
2270601,172328.875
2270604,98000.0
2270607,171567.28125
2270722,109684.7421875
2270746,187000.0
2270749,324811.21875
2270750,266837.875
2270752,125689.8359375
2270765,100100.015625
2270769,63313.22265625
2270770,78501.703125
2270800,322917.375
2270815,272997.28125
2270816,1102309.75
2270824,90016.453125
2270825,131433.15625
2270830,297040.1875
2270851,288931.3125
2270863,288931.3125
2270871,160854.0625
2270874,300033.59375
2270937,846955.75
2270939,135198.15625
2270940,171583.546875
2270941,210189.796875
2270942,328050.8125
2270947,269174.34375
2270949,107140.1328125
2270958,345357.5625
2270964,113933.578125
2270968,162492.359375
2270969,62000.0
2271002,166448.078125
2271005,193438.4375
2271016,175730.203125
2271017,169239.390625
2271022,224845.78125
2271027,111442.6953125
2271028,112569.5390625
2271034,204500.953125
2271035,125692.765625
2271038,125692.765625
2271062,125692.765625
2271064,159631.109375
2271065,98225.4921875
2271071,279605.875
2271072,94930.03125
2271075,118240.4609375
2271078,222477.984375
2271085,181781.125
2271117,198327.46875
2271119,220067.03125
2271121,155070.59375
2271124,281975.9375
2271136,443371.5
2271137,107041.8203125
2271138,107041.8203125
2271139,107041.8203125
2271140,107041.8203125
2271141,107041.8203125
2271142,144571.046875
2271143,144571.046875
2271144,144571.046875
2271145,144571.046875
2271146,144571.046875
2271164,79613.5625
2271167,761765.0625
2271187,162349.59375
2271193,172272.828125
2271201,187446.484375
2271205,159464.453125
2271210,140068.5625
2271211,140068.5625
2271212,420553.28125
2271213,414067.6875
2271218,310285.75
2271221,91465.8984375
2271223,192334.453125
2271233,250834.875
2271234,328491.15625
2271235,281607.65625
2271236,144351.953125
2271238,670164.25
2271248,652775.0625
2271255,93551.21875
2271257,99098.328125
2271258,142833.578125
2271261,192022.78125
2271268,159114.0625
2271283,78332.421875
2271287,253580.171875
2271293,111971.0
2271302,138926.53125
2271310,116223.265625
2271311,143399.171875
2271313,180681.34375
2271317,220000.0
2271319,584267.1875
2271320,1186375.5
2271325,165823.75
2271328,177692.515625
2271338,68287.734375
2271339,68287.734375
2271344,87230.921875
2271345,420547.40625
2271347,839992.0625
2271349,79269.0859375
2271351,318401.53125
2271358,99366.875
2271362,236810.640625
2271363,313056.8125
2271368,137553.609375
2271376,170452.3125
2271377,170979.859375
2271379,131094.859375
2271380,162128.90625
2271383,364076.03125
2271389,115720.890625
2271395,106199.8046875
2271398,181834.375
2271401,324325.03125
2271407,594032.0625
2271409,454202.90625
2271411,385242.71875
2271414,137607.765625
2271415,147546.578125
2271416,172368.6875
2271419,175822.390625
2271421,261896.890625
2271422,107178.890625
2271427,71826.046875
2271448,201335.875
2271450,112049.2265625
2271454,272970.9375
2271460,213103.265625
2271462,557816.9375
2271472,439482.1875
2271473,1200000.0
2271476,126718.8125
2271477,119951.9453125
2271479,164205.546875
2271483,501095.625
2271484,501095.625
2271485,583055.375
2271488,402512.59375
2271492,70000.0
2271493,70000.0
2271494,70000.0
2271495,70000.0
2271497,86703.09375
2271498,75291.625
2271530,135000.0
2271534,119476.7421875
2271537,159892.40625
2271539,128440.5546875
2271540,185000.0
2271544,200000.0
2271545,95000.0
2271547,130000.0
2271549,142321.84375
2271550,157268.21875
2271563,110000.0
2271566,161220.71875
2271580,262575.8125
2271582,115000.0
2271585,235000.0
2271586,140000.0
2271589,240000.0
2271598,195000.0
2271599,235000.0
2271604,239816.015625
2271607,94579.578125
2271608,179322.25
2271615,130969.6875
2271700,87392.96875
2271702,268246.625
2271705,347705.8125
2271706,123024.5703125
2271709,65059.41015625
2271711,65059.41015625
2271712,78492.828125
2271713,78644.0625
2271716,80110.7734375
2271717,72119.8984375
2271718,139812.453125
2271719,77893.5546875
2271720,216067.015625
2271721,92747.3046875
2271730,94704.7421875
2271736,147276.046875
2271738,95365.3203125
2271739,93918.3984375
2271741,145334.1875
2271742,156583.890625
2271743,89990.9296875
2271744,90514.015625
2271745,118402.1875
2271746,166782.328125
2271747,171447.5625
2271750,105916.0703125
2271752,148895.5
2271753,296417.78125
2271754,133646.3125
2271763,1132252.25
2271767,127534.0703125
2271768,130144.6875
2271773,109979.265625
2271774,165143.09375
2271793,172525.0
2271794,116027.796875
2271855,164395.796875
2271861,67090.6328125
2271863,85574.40625
2271977,454811.53125
2271978,548551.25
2271983,196158.5625
2271984,66686.484375
2271987,198870.09375
2271988,502532.375
2271989,560928.375
2271992,195221.4375
2271999,250000.0
2272001,135000.0
2272004,135000.0
2272016,115000.0
2272017,120000.0
2272018,67387.65625
2272022,237276.40625
2272025,255562.859375
2272031,359154.625
2272034,125000.0
2272037,170000.0
2272042,78920.5390625
2272048,75000.0
2272073,254259.484375
2272074,102362.5234375
2272075,100816.3203125
2272103,96971.3359375
2272105,185502.984375
2272106,172727.875
2272107,175368.703125
2272131,346256.21875
2272132,241939.46875
2272133,91500.671875
2272134,218038.140625
2272136,116996.40625
2272145,83345.1875
2272146,129254.171875
2272175,115000.0
2272176,190788.421875
2272177,131856.15625
2272179,66992.921875
2272185,53000.0
2272186,53000.0
2272187,53000.0
2272190,242326.890625
2272198,256502.984375
2272205,79837.9140625
2272207,102892.359375
2272209,176172.078125
2272228,152755.4375
2272235,129840.25
2272237,174351.171875
2272246,507807.25
