id,price_aprox_usd
2271383,350000.0
2271395,74619.236
2271398,172200.0
2271401,420000.0
2271409,361802.0
2271411,270000.0
2271414,138359.27
2271415,125000.0
2271416,170000.0
2271419,149000.0
2271421,236200.0
2271422,123000.0
2271427,72000.0
2271448,149000.0
2271450,110547.7
2271454,380500.0
2271460,200416.1
2271462,560000.0
2271472,277500.0
2271473,1445272.72727
2271476,124326.666667
2271477,115770.0
2271479,145860.0
2271483,213791.376
2271484,213791.376
2271492,94712.532
2271493,74310.0
2271494,71375.0
2271495,75500.0
2271497,97150.0
2271498,69666.6666667
2271530,130000.0
2271534,220833.333333
2271539,609830.707234
2271540,185000.0
2271544,252800.0
2271547,130000.0
2271550,210000.0
2271580,318333.333333
2271582,125000.0
2271585,235000.0
2271586,140000.0
2271589,240000.0
2271598,175000.0
2271599,193544.5
2271604,278333.333333
2271615,130000.0
2271700,94787.5
2271702,275000.0
2271705,420000.0
2271706,80000.0
2271709,69142.8571429
2271711,69142.8571429
2271712,69142.8571429
2271713,69142.8571429
2271716,86750.0
2271717,77000.0
2271718,316500.0
2271719,70600.0
2271720,183500.0
2271721,95000.0
2271730,99700.0
2271736,155333.333333
2271738,86490.0
2271739,82333.3333333
2271741,137800.0
2271742,159800.0
2271743,85549.0
2271744,85549.0
2271745,120000.0
2271746,159800.0
2271747,159800.0
2271750,109222.0
2271752,152461.461538
2271753,259900.0
2271754,50000.0
2271763,930000.0
2271767,111200.0
2271793,237633.333333
2271794,126666.666667
2271855,178090.909091
2271861,145000.0
2271863,70250.0
2271977,522500.0
2271978,413900.0
2271999,360000.0
2272001,121215.384615
2272004,124550.0
2272017,236000.0
2272018,69374.6704286
2272022,21082.42
2272025,15595.21
2272031,51406.45
2272034,201690.005857
2272042,73000.0
2272048,75000.0
2272103,86750.0
2272105,219333.333333
2272106,180700.0
2272107,180700.0
2272133,122030.2
2272134,240000.0
2272175,175000.0
2272176,138750.0
2272177,130000.0
2272179,70000.0
2272185,53000.0
2272186,73475.0
2272187,99063.0
2272190,217356.230476
2272198,262900.0
2272205,77250.0
2272207,102500.0
2272209,170000.0
2272228,160000.0
2272246,388266.666667
2272252,65000.0
2272285,65680.0
2272287,227142.857143
2272288,930000.0
2272300,274250.0
2272307,153300.0
2272311,62000.0
2272315,61000.0
2272322,522500.0
2272328,413900.0
2272332,155368.96
2272339,413833.333333
2272354,85295.375
2272357,93714.2857143
2272361,217356.230476
2272370,310000.0
2272371,54873.5
2272374,134055.555556
2272386,340000.0
2272403,218500.0
2272405,55000.0
2272408,119000.0
2272413,85142.5
2272420,120000.0
2272424,1516250.0
2272427,105456.966667
2272432,69262.5
2272434,91500.0
2272438,125000.0
2272439,44161.0
2272440,369000.0
2272442,105266.285714
2272445,73100.0
2272447,67993.25
2272448,114950.0
2272449,86362.0977778
2272450,80485.0
2272451,105333.333333
2272452,102433.8
2272453,83506.2227778
2272454,83418.8
2272458,180000.0
2272461,171666.666667
2272462,78800.0
2272481,110285.714286
2272506,127666.666667
2272511,170000.0
2272523,423800.0
2272534,89666.6666667
2272538,248000.0
2272541,160000.0
2272555,88000.0
2272557,48000.0
2272607,101250.0
2272608,101250.0
2272689,130000.0
2272695,140500.0
2272779,124555.555556
2272781,222500.0
2272784,106627.788333
2272785,241500.0
2272788,310000.0
2272789,259000.0
2272847,1250000.0
2272874,78833.3333333
2272875,165000.0
2272876,167600.0
2272878,220000.0
2272879,101750.0
2272880,105000.0
2272882,450000.0
2272883,79750.0
2272884,95090.9090909
2272885,190000.0
2272886,95000.0
2272887,91000.0
2272889,229000.0
2272892,111655.0
2272897,167500.0
2272916,200000.0
2272929,96000.0
2272933,102212.51
2272937,117500.0
2272938,120000.0
2272957,163161.111111
2272971,38900.0
2273000,395000.0
2273001,286400.0
2273002,568000.0
2273023,85000.0
2273025,265000.0
2273049,104000.0
2273052,111843.606
2273056,303333.333333
2273058,57000.0
2273059,1200000.0
2273066,130800.0
2273069,586260.0
2273070,84000.0
2273074,125000.0
2273076,149500.0
2273080,87000.0
2273081,159615.384615
2273082,80000.0
2273083,153000.0
2273084,80000.0
2273089,188200.0
2273094,61666.6666667
2273095,200000.0
2273182,93166.6666667
2273183,96500.0
2273193,132166.666667
2273194,303690.0
2273196,124467.0
2273246,151000.0
2273254,130800.0
2273255,198000.0
2273258,255931.83475
2273259,120000.0
2273260,263333.333333
2273262,288000.0
2273263,340000.0
2273264,280000.0
2273265,222732.0
2273266,422136.0
2273267,130000.0
2273268,197720.0
2273269,454000.0
2273270,722000.0
2273273,164800.0
2273275,248857.142857
2273300,88500.0
2273301,98428.5714286
2273302,149900.0
2273303,96633.3333333
2273304,324000.0
2273305,60000.0
2273309,249900.0
2273313,171625.0
2273316,58000.0
2273317,133400.0
2273324,255000.0
2273335,120857.142857
2273336,55000.0
2273337,295000.0
2273338,919000.0
2273343,152564.285714
2273369,120000.0
2273373,315000.0
2273375,113065.333333
2273376,124440.333333
2273378,105333.333333
2273382,427000.0
2273384,151800.0
2273385,125238.5
2273388,174600.0
2273389,200333.333333
2273390,85087.5
2273391,101430.0
2273392,85087.5
2273393,85087.5
2273394,85087.5
2273395,85087.5
2273396,99250.0
2273397,195000.0
2273398,99250.0
2273399,85087.5
2273400,99250.0
2273401,195000.0
2273402,85087.5
2273403,106800.0
2273404,85366.6666667
2273413,98000.0
2273416,75000.0
2273419,98285.7142857
2273422,111950.0
2273423,220000.0
2273426,360000.0
2273427,65000.0
2273430,65000.0
2273443,149946.666667
2273444,91450.4341818
2273445,113333.333333
2273446,102166.666667
2273447,101375.0
2273448,159416.666667
2273450,127275.0
2273452,884000.0
2273487,148000.0
2273488,145500.0
2273538,530000.0
2273542,89333.3333333
2273547,115092.979167
2273559,68400.0
2273560,355000.0
2273564,309435.714286
2273565,699000.0
2273566,79700.0
2273568,165428.571429
2273573,292666.666667
2273575,140125.142857
2273581,242000.0
2273594,213480.0
2273602,350470.0
2273621,140000.0
2273630,189000.0
2273683,250000.0
2273684,92499.75
2273685,294250.0
2273694,296800.0
2273695,186937.2
2273696,72000.0
2273702,220900.0
2273705,360000.0
2273707,59811.6666667
2273716,115666.666667
2273717,493000.0
2273719,925000.0
2273720,145660.098814
2273721,118785.0
2273722,99000.0
2273725,88700.0
2273728,315000.0
2273729,115100.0
2273739,219400.0
2273752,555000.0
2273754,450000.0
2273755,150000.0
2273758,126011.428571
2273759,135000.0
2273760,640000.0
2273764,90000.0
2273765,640000.0
2273770,270000.0
2273771,125300.0
2273776,132684.0
2273783,77909.0909091
2273786,133500.0
2273789,206900.0
2273791,273300.0
2273793,169000.0
2273796,160000.0
2273814,87666.6666667
2273827,74000.0
2273831,335000.0
2273833,58000.0
2273834,108055.555556
2273839,132000.0
2273840,132000.0
2273841,159500.0
2273844,1400000.0
2273845,145000.0
2273846,231199.3
2273848,256000.0
2273850,197000.0
2273858,161197.75
2273859,466333.333333
2273863,320000.0
2273868,803900.0
2273869,112527.5
2273870,110000.0
2273873,226633.333333
2273874,219000.0
2273875,750000.0
2273876,222500.0
2273880,168475.0
2273881,185000.0
2273884,171166.666667
2273885,110333.333333
2273887,82333.3333333
2273888,156714.285714
2273890,156490.0
2273897,81649.522
2273905,60636.3928571
2273909,78000.0
2273913,280000.0
2273917,164500.0
2273937,63000.0
2273944,65123.0769231
2273946,79421.0526316
2273956,98000.0
2273957,120000.0
2273959,226000.0
2273960,325000.0
2273962,141000.0
2273963,84000.0
2273966,132500.0
2273984,302166.666667
2273985,151600.0
2273989,995000.0
2273996,505000.0
2274006,893000.0
2274007,398800.0
2274009,530000.0
2274010,146521.527
2274016,295000.0
2274027,1040000.0
2274028,204000.0
2274031,625000.0
2274035,908000.0
2274045,89400.0
2274063,87400.0
2274064,670000.0
2274067,135890.0
2274068,140000.0
2274073,105456.966667
2274075,129450.0
2274078,106000.0
2274084,144000.0
2274087,490000.0
2274089,450000.0
2274093,148243.783333
2274095,127600.0
2274105,172000.0
2274106,142166.666667
2274108,872500.0
2274132,84500.0
2274135,213979.35
2274144,273950.0
2274146,671740.0
2274147,445361.5
2274150,96921.0
2274157,4500000.0
2274169,565000.0
2274171,400000.0
2274178,179900.0
2274179,918588.666667
2274186,87500.0
2274195,360000.0
2274201,99208.0
2274202,189000.0
2274203,105333.333333
2274204,165703.0
2274205,102101.0
2274209,103366.666667
2274211,65375.0
2274212,96141.6666667
2274214,256000.0
2274217,3000000.0
2274219,380000.0
2274247,87003.1671388
2274248,193500.0
2274251,110000.0
2274257,134666.166667
2274264,140080.0
2274266,250000.0
2274295,140000.0
2274304,135000.0
2274319,190000.0
2274329,107029.714286
2274335,138960.0
2274341,61850.0
2274342,80020.0
2274362,115000.0
2274381,77600.0
2274382,108333.333333
2274391,1490000.0
2274392,178000.0
2274393,156425.0
2274394,228500.0
2274395,130555.555556
2274397,690000.0
2274399,117552.87
2274402,530000.0
2274403,76000.0
2274410,200000.0
2274412,55000.0
2274423,85087.5
2274425,99250.0
2274436,110500.0
2274437,128500.0
2274440,378000.0
2274441,830000.0
2274442,830000.0
2274443,830000.0
2274450,97000.0
2274453,71000.0
2274461,91500.0
2274465,420000.0
2274468,68311.35
2274480,169000.0
2274482,176666.666667
2274483,179000.0
2274484,153475.0
2274497,135000.0
2274501,133000.0
2274503,156914.2918
2274521,110053.5
2274522,107964.581
2274530,142027.2
2274532,457000.0
2274533,99594.0
2274534,428000.0
2274551,2291000.0
2274552,240000.0
2274562,123400.0
2274563,123400.0
2274564,123400.0
2274565,123400.0
2274582,450000.0
2274590,83700.0
2274591,160000.0
2274596,208333.333333
2274602,560000.0
2274603,733333.333333
2274604,243666.666667
2274605,176000.0
2274609,88000.0
2274610,88000.0
2274628,83000.0
2274632,285727.777778
2274633,294000.0
2274634,75200.0
2274635,300000.0
2274636,410000.0
2274644,134000.0
2274645,385000.0
2274646,95000.0
2274678,132500.0
2274684,134055.555556
2274685,550000.0
2274686,91200.0
2274688,298000.0
2274689,160000.0
2274693,136916.666667
2274696,120000.0
2274697,60000.0
2274700,116235.294118
2274701,203000.0
2274708,227350.0
2274712,124843.59
2274715,198000.0
2274730,171966.666667
2274731,181500.0
2274732,153200.0
2274735,74000.0
2274737,240000.0
2274740,97600.0
2274744,119300.0
2274758,310000.0
2274767,105666.666667
2274768,170000.0
2274770,69285.7142857
2274777,768265.5
2274788,69533.3333333
2274792,170000.0
2274793,175000.0
2274795,637800.0
2274796,108333.333333
2274799,139333.333333
2274806,98166.6666667
2274809,89336.14
2274820,197188.888889
2274821,660000.0
2274825,62000.0
2274826,155000.0
2274830,235000.0
2274831,211100.0
2274835,224775.0
2274836,169790.0
2274839,735000.0
2274842,372000.0
2274854,114685.714286
2274855,118725.0
2274856,91458.3333333
2274872,102466.666667
2274875,210000.0
2274876,210000.0
2274878,80300.0
2274879,87350.0
2274889,190000.0
2274890,105500.0
2274891,73500.0
2274894,745000.0
2274925,182090.0
2274928,370000.0
2274945,450000.0
2275008,98000.0
2275009,110000.0
2275020,70000.0
2275021,176500.0
2275024,273800.0
2275025,122200.0
2275026,149000.0
2275034,98166.6666667
2275038,257000.0
2275040,71500.0
2275079,320000.0
2275080,275000.0
2275081,85000.0
2275084,100000.0
2275089,147500.0
2275092,125000.0
2275093,59666.6666667
2275117,115000.0
2275127,118600.0
2275128,318000.0
2275129,260000.0
2275130,81000.0
2275131,110000.0
2275132,68500.0
2275133,75000.0
2275149,98725.0
2275161,184125.0
2275162,578000.0
2275166,60040.7971429
2275167,140000.0
2275169,104310.51
2275187,780000.0
2275188,120333.333333
2275202,670000.0
2275203,120000.0
2275204,2000000.0
2275206,120000.0
2275210,2000000.0
2275215,167540.355
2275216,2200000.0
2275220,76419.3548387
2275221,115835.8975
2275222,102904.562
2275223,94610.2544444
2275224,105427.56
2275230,415900.0
2275243,280000.0
2275257,215000.0
2275294,150000.0
2275295,115000.0
2275298,78320.0
2275299,390000.0
2275300,115092.979167
2275301,115092.979167
2275414,56000.0
2275423,1360000.0
2275425,1360000.0
2275430,1400000.0
2275438,151800.0
2275449,70138.6833333
2275459,379000.0
2275481,240000.0
2275485,83752.09
2275486,174500.0
2275498,267428.571429
2275502,109125.0
2275503,284000.0
2275504,99250.0
2275505,85087.5
2275506,99250.0
2275507,99250.0
2275508,99250.0
2275509,111917.75
2275510,99250.0
2275511,99250.0
2275512,111917.75
2275514,615000.0
2275516,99250.0
2275522,58000.0
2275523,157100.0
2275525,167000.0
2275527,297375.0
2275528,489000.0
2275534,95666.6666667
2275536,697000.0
2275537,169000.0
2275539,87000.0
2275551,495256.6
2275555,145130.745
2275568,218000.0
2275569,118842.857143
2275573,82575.0
2275576,102466.666667
2275577,305000.0
2275588,337666.666667
2275605,115000.0
2275609,98000.0
2275637,91800.0
2275640,211800.0
2275641,104050.0
2275644,181500.0
2275646,359400.0
2275653,320000.0
2275661,1378750.0
2275665,1378750.0
2275668,81975.0
2275669,121660.0
2275670,130000.0
2275671,130000.0
2275672,233000.0
2275673,102811.84625
2275674,100000.0
2275675,227500.0
2275679,122500.571429
2275697,69560.0
2275707,278972.768
2275723,127000.0
2275725,73000.0
2275731,46722.471
2275739,160000.0
2275740,128000.0
2275741,230000.0
2275746,180000.0
2275753,312000.0
2275754,105000.0
2275757,105000.0
2275758,78320.0
2275761,240000.0
2275771,146700.0
2275777,147500.0
2275782,65000.0
2275784,65214.2857143
2275792,55000.0
2275894,88450.0
2275928,84125.0
2275958,178090.909091
2275981,169000.0
2275986,247930.0
2275987,230415.0
2275988,870000.0
2275989,290000.0
2275991,185920.164
2275992,110000.0
2275997,150000.0
2276002,150000.0
2276021,78125.0
2276033,120650.0
2276035,180000.0
2276037,70000.0
2276080,116000.0
2276081,116000.0
2276164,134900.0
2276169,89949.0
2276181,131196.0
2276183,345000.0
2276184,199333.333333
2276185,650000.0
2276188,95000.0
2276189,144200.0
2276190,102500.0
2276191,85000.0
2276193,278000.0
2276201,195000.0
2276207,672500.0
2276216,850000.0
2276230,612500.0
2276245,651577.6
2276246,703981.571429
2276247,703981.571429
2276248,703981.571429
2276249,651577.6
2276250,651577.6
2276251,651577.6
2276252,1136148.5
2276253,290000.0
2276254,1068612.0
2276255,768265.5
2276256,2649236.0
2276257,532790.0
2276258,532790.0
2276259,445361.5
2276260,667858.666667
2276261,753135.6
2276262,753135.6
2276263,753135.6
2276264,1068480.0
2276265,918588.666667
2276272,466280.5
2276273,379015.384615
2276274,557021.0
2276276,543789.0
2276277,612137.0
2276279,663825.0
2276280,594113.0
2276281,590592.333333
2276282,578499.0
2276283,578499.0
2276285,952210.0
2276286,476985.25
2276287,140000.0
2276289,668048.333333
2276290,668048.333333
2276292,668048.333333
2276294,722245.0
2276295,1136148.5
2276296,1105619.2
2276297,1105529.0
2276298,1105619.2
2276300,191031.25
2276321,260000.0
2276324,194833.333333
2276326,325000.0
2276328,190000.0
2276330,532241.0
2276334,180000.0
2276335,75000.0
2276337,50000.0
2276339,276666.666667
2276344,122250.0
2276350,116000.0
2276351,114989.0
2276352,88271.4285714
2276354,451666.666667
2276379,85944.3304348
2276383,189833.333333
2276384,152400.0
2276386,197629.4
2276389,95000.0
2276390,96015.317
2276393,147000.0
2276408,115618.125
2276415,316800.0
2276416,78222.1371429
2276422,300333.333333
2276428,476985.25
2276435,320000.0
2276445,180000.0
2276451,780000.0
2276462,83000.0
2276463,82166.6666667
2276467,345000.0
2276474,91500.0
2276482,233100.0
2276486,769862.5
2276505,139000.0
2276522,1015000.0
2276578,75600.0
2276579,72500.0
2276613,73000.0
2276639,260000.0
2276640,120000.0
2276641,58583.3333333
2276648,85505.8333333
2276649,79600.0
2276654,330000.0
2276660,260000.0
2276662,90000.0
2276664,221100.0
2276665,90000.0
2276669,110000.0
2276675,246000.0
2276680,210000.0
2276697,95000.0
2276698,490000.0
2276702,217356.230476
2276704,143500.0
2276707,180500.0
2276709,180000.0
2276711,327583.333333
2276712,746400.0
2276728,115988.888889
2276729,247529.7
2276736,102241.0
2276738,172444.444444
2276742,220900.0
2276747,105566.3308
2276757,931000.0
2276759,350600.0
2276768,167600.0
2276769,120500.0
2276770,190880.0
2276771,86374.1666667
2276772,92520.0
2276777,95000.0
2276780,227000.0
2276784,95000.0
2276796,130000.0
2276811,209333.333333
2276827,135000.0
2276852,136866.666667
2276860,133299.285714
2276862,155000.0
2276863,656333.333333
2276868,78000.0
2276872,102000.0
2276879,240000.0
2276881,171077.220909
2276882,76000.0
2276883,260000.0
2276888,103300.0
2276889,140000.0
2276894,234000.0
2276895,628675.041
2276899,85000.0
2276906,210666.666667
2276912,129900.0
2276913,79000.0
2276914,74800.0
2277102,212905.066667
2277112,95000.0
2277113,78413.1578947
2277204,466890.0
2277205,108447.333333
2277212,270000.0
2277257,172700.0
2277259,115736.525
2277260,115736.525
2277261,115736.525
2277262,115736.525
2277263,115736.525
2277264,104700.0
2277265,92167.2
2277266,92167.2
2277267,92167.2
2277268,92167.2
2277280,180000.0
2277281,163500.0
2277282,183300.0
2277283,633000.0
2277286,76500.0
2277287,750000.0
2277310,633000.0
2277312,140069.555556
2277313,140069.555556
2277314,140069.555556
2277315,140069.555556
2277316,140069.555556
2277317,140069.555556
2277318,140069.555556
2277321,47000.0
2277338,86000.0
2277340,50250.0
2277342,100666.666667
2277345,43854.01
2277346,59500.0
2277351,180000.0
2277352,220000.0
