id,price_aprox_usd
2267386,107549.6
2267475,135663.533333
2267487,470600.0
2267489,162600.0
2267504,325400.0
2267515,110840.8
2267516,198351.933333
2267517,71990.0
2267527,208576.803
2267533,154350.718333
2267544,201333.333333
2267546,154000.0
2267547,184777.288889
2267551,124813.925
2267602,245800.0
2267603,213190.0
2267605,109079.9
2267608,58300.0
2267609,153180.0
2267623,140200.0
2267624,172500.0
2267629,123200.0
2267637,89048.199
2267638,246000.0
2267653,108800.0
2267654,71017.5
2267657,144000.0
2267668,103400.0
2267671,263500.0
2267672,306100.0
2267673,304950.0
2267674,154600.0
2267675,102600.0
2267677,374500.0
2267693,180300.0
2267694,409300.0
2267696,178880.0
2267705,77500.0
2267711,99406.447
2267712,68800.0
2267731,94250.0
2267792,291800.0
2267800,216300.0
2267821,377000.0
2267932,83600.0
2267934,85000.0
2267946,84600.0
2267947,74900.0
2267953,78000.0
2267958,110500.0
2267960,76700.0
2267978,100154.694
2267981,323300.0
2267994,102600.0
2268002,357850.0
2268003,253073.333333
2268005,130126.9
2268045,242700.0
2268050,78000.0
2268051,80300.0
2268052,311290.0
2268053,87566.071
2268055,144526.5065
2268145,75480.0
2268158,444500.0
2268160,178600.0
2268295,73900.0
2268312,385900.0
2268315,155346.3
2268318,314041.2
2268333,281980.0
2269116,244000.0
2269129,133900.0
2269155,104500.0
2269172,68200.0
2269180,217700.0
2269185,200800.0
2269187,124300.0
2269203,125000.0
2269205,364500.0
2269206,124200.0
2269211,78600.0
2269278,212172.628
2269302,337284.6
2269424,300300.0
2269438,76700.0
2269462,432800.0
2269464,115594.0375
2269535,427500.0
2269542,164150.0
2269640,180650.0
2269762,131127.007
2269763,310300.0
2269794,285400.0
2269800,113440.0
2270115,2170000.0
2270126,121659.52381
2270130,462500.0
2270131,143400.0
2270139,344000.0
2270165,98477.991
2270166,61400.0
2270167,147360.0
2270209,341000.0
2270216,225500.0
2270219,95568.8
2270227,235000.0
2270232,1639500.0
2270235,488000.0
2270243,164190.478
2270246,294000.0
2270248,690000.0
2270260,81912.0
2270276,358400.0
2270280,202500.0
2270290,369500.0
2270317,144996.857143
2270326,277100.0
2270337,80625.4
2270351,309200.0
2270358,234700.0
2270363,156900.0
2270373,357500.0
2270386,73592.8
2270387,286000.0
2270414,208000.0
2270416,57400.0
2270417,334100.0
2270424,162200.0
2270426,189200.0
2270436,133800.0
2270439,262400.0
2270454,236500.0
2270455,136958.0
2270457,197520.0
2270458,241500.0
2270464,613000.0
2270465,984000.0
2270518,182900.0
2270524,148900.0
2270528,95700.0
2270539,471800.0
2270543,260000.0
2270546,225500.0
2270549,168040.2
2270550,267400.0
2270568,130050.0
2270578,402000.0
2270588,453800.0
2270589,519000.0
2270598,190300.0
2270601,131444.28
2270604,95700.0
2270607,166200.0
2270765,142516.735
2270769,60200.0
2270770,68700.0
2270800,346025.0
2270825,142296.6
2270937,860000.0
2270942,389800.0
2270947,225285.89
2270964,106553.0
2270968,130985.0
2271005,154525.0
2271017,153133.333333
2271028,129300.0
2271072,83690.0
2271124,249500.0
2271136,563400.0
2271164,75010.0
2271167,706000.0
2271187,163754.002
2271193,173600.0
2271201,175496.0
2271210,158846.666667
2271211,158846.666667
2271212,453913.9
2271213,430850.0
2271218,258300.0
2271221,80460.0
2271233,215200.0
2271234,336330.0
2271235,330000.0
2271236,134700.0
2271238,655400.0
2271248,603900.0
2271255,95500.0
2271257,95500.0
2271258,127800.0
2271261,179700.0
2271268,225000.0
2271283,65272.5
2271287,244200.0
2271302,154200.0
2271310,109648.952
2271311,136800.0
2271313,143020.4
2271317,213596.0
2271319,500875.0
2271320,1128999.9
2271325,158590.0
2271328,210328.85
2271338,76420.0
2271339,76420.0
2271347,916000.0
2271349,77590.0
2271351,361805.0
2271358,113810.969667
2271363,270900.0
2271368,131500.0
2271377,175600.0
2271379,110640.0
2271380,192193.2
2271383,337500.0
2271395,62425.518
2271398,175300.0
2271401,423400.0
2271409,455000.0
2271411,356499.9
2271414,147100.0
2271415,157300.0
2271416,167200.0
2271419,172700.0
2271421,271530.8
2271422,125133.333333
2271427,67800.0
2271448,192900.0
2271450,114600.0
2271454,291400.0
2271460,218080.0
2271462,609000.0
2271472,451000.0
2271473,1215000.0
2271476,126480.0
2271477,122840.0
2271479,145860.0
2271483,255232.7315
2271484,255232.7315
2271492,78030.0
2271493,76500.0
2271494,71513.4909091
2271495,69700.0
2271497,88250.0
2271498,81540.0
2271530,131800.0
2271534,246040.0
2271539,253478.767125
2271540,208900.0
2271544,190200.0
2271547,155000.0
2271550,94800.0
2271580,310366.666667
2271582,111600.0
2271585,220500.0
2271586,156000.0
2271589,239000.0
2271598,158100.0
2271599,179100.0
2271604,209300.0
2271615,114400.0
2271700,87395.0
2271702,180450.0
2271705,444000.0
2271706,106000.0
2271709,76693.3333333
2271711,76693.3333333
2271712,69566.6666667
2271713,69566.6666667
2271716,90650.0
2271717,73200.0
2271718,217000.0
2271719,70600.0
2271720,129100.0
2271721,92800.0
2271730,86368.0
2271736,160543.982
2271738,75047.5
2271739,76650.0
2271741,134040.0
2271742,155690.5
2271743,83588.8888889
2271744,83588.8888889
2271745,124870.0
2271746,155690.5
2271747,155690.5
2271750,93906.6666667
2271752,138100.0
2271753,249340.0
2271754,52000.0
2271763,930000.0
2271767,138600.039
2271793,148700.0
2271794,110500.0
2271855,175694.285714
2271861,107400.0
2271863,77900.0
2271977,439300.0
2271978,605000.0
2271999,242800.0
2272001,118100.0
2272004,109016.92
2272017,205600.0
2272018,105870.299
2272022,212649.452
2272025,107357.126
2272031,215484.515
2272034,125300.0
2272042,75230.862
2272048,74841.6376875
2272103,95950.0
2272105,167864.633333
2272106,167141.166667
2272107,167141.166667
2272133,67000.0
2272134,198700.0
2272175,141300.0
2272176,164700.0
2272177,155000.0
2272179,58600.0
2272185,60700.0
2272186,67220.0
2272187,93700.0
2272190,216800.0
2272198,248130.0
2272205,68980.0
2272207,104042.857143
2272209,167800.0
2272228,148860.0
2272246,491500.0
2272252,61400.0
2272285,68000.0
2272287,190000.0
2272288,916000.0
2272300,280000.0
2272307,160100.0
2272311,60300.0
2272315,53900.0
2272322,439300.0
2272328,605000.0
2272332,189941.7
2272339,464200.0
2272354,87936.3666667
2272357,85473.791
2272361,362709.3
2272370,296500.0
2272371,69984.907
2272374,102400.0
2272386,400947.0
2272403,233524.337
2272405,53600.0
2272408,128000.0
2272413,53467.401
2272420,119000.0
2272424,823000.0
2272427,87500.0
2272432,63366.6666667
2272434,103285.0
2272438,108509.033333
2272439,57926.8
2272440,400000.0
2272442,88708.693
2272445,101382.5
2272447,68093.0
2272448,113260.0
2272449,80382.7386667
2272450,71908.8
2272451,110241.4
2272452,51420.2
2272453,42092.801
2272454,78849.8
2272458,180000.0
2272461,170000.0
2272462,76420.0
2272481,103025.0
2272506,129714.788
2272511,192000.0
2272523,312900.0
2272534,93000.0
2272538,245400.0
2272541,149500.0
2272555,86150.0
2272557,47500.0
2272607,118000.0
2272608,118000.0
2272689,168000.0
2272695,103100.0
2272779,106083.739
2272781,200300.0
2272784,94586.715
2272785,198193.712
2272788,348000.0
2272789,250800.0
2272847,1225000.0
2272874,78500.0
2272875,153500.0
2272876,165000.0
2272878,223500.0
2272879,127066.666667
2272880,120950.0
2272882,436000.0
2272883,80846.6666667
2272884,116100.0
2272885,184000.0
2272886,84900.0
2272887,96900.0
2272889,239600.0
2272892,110985.6
2272897,180500.0
2272916,214990.0
2272929,107900.0
2272933,101716.666667
2272937,115660.0
2272938,227000.0
2272957,186150.0
2272971,50840.0
2273000,446000.0
2273001,413300.0
2273002,407700.0
2273023,100271.428571
2273025,279888.0
2273049,111600.0
2273052,509500.0
2273056,332500.0
2273058,69350.0
2273059,1125000.0
2273066,108700.0
2273069,276400.0
2273070,99850.0
2273074,127250.0
2273076,161550.0
2273080,108133.333333
2273081,139700.0
2273082,86960.0
2273083,147041.0
2273084,86960.0
2273089,199780.0
2273094,57050.0
2273095,213500.0
2273182,102800.0
2273183,107580.164
2273193,126100.0
2273194,345800.0
2273196,155800.0
2273246,158766.666667
2273254,125700.0
2273255,196000.0
2273258,207690.0
2273259,130000.0
2273260,290400.0
2273262,232300.0
2273263,364400.0
2273264,229200.0
2273265,220985.6
2273266,384464.8
2273267,130903.946333
2273268,199002.5
2273269,468500.0
2273270,785200.0
2273273,178760.0
2273275,224600.0
2273300,95000.0
2273301,96500.0
2273302,173440.0
2273303,115660.0
2273304,358489.8
2273305,66500.0
2273309,256910.0
2273313,188670.0
2273316,59883.329
2273317,91000.0
2273324,261500.0
2273335,93287.4731765
2273336,79500.0
2273337,296000.0
2273338,572500.0
2273343,139910.0
2273369,151200.673
2273373,266990.0
2273375,113200.0
2273376,128100.0
2273378,261185.0
2273382,396462.021
2273384,147440.0
2273385,153243.46
2273388,188977.4
2273389,233200.0
2273390,85207.0833333
2273391,90780.0
2273392,85207.0833333
2273393,88960.0
2273394,92241.4285714
2273395,85207.0833333
2273396,102150.0
2273397,125295.0
2273398,88371.4285714
2273399,92241.4285714
2273400,102150.0
2273401,160115.0
2273402,85800.0
2273403,105738.492063
2273404,103900.0
2273413,98912.0
2273416,74900.0
2273419,104910.0
2273422,103390.0
2273423,423222.2
2273426,240800.0
2273427,68967.592
2273430,85300.0
2273443,168000.0
2273444,83166.6666667
2273445,116130.0
2273446,96100.0
2273447,86100.0
2273448,155070.582167
2273450,112433.333333
2273452,683500.0
2273487,144550.0
2273488,171500.0
2273538,826000.0
2273542,100800.0
2273547,100895.0
2273559,64850.0
2273560,350000.0
2273564,313050.0
2273565,618000.0
2273566,85290.0
2273568,164020.0
2273573,298911.5
2273575,152949.8
2273581,237562.333333
2273594,250490.0
2273602,224900.0
2273621,207300.0
2273630,171700.0
2273683,227500.0
2273684,86699.1
2273685,253000.0
2273694,260200.0
2273695,141958.0
2273696,78300.0
2273702,236046.875
2273705,379300.0
2273707,53549.517
2273716,127590.0
2273717,517000.0
2273719,581000.0
2273720,125700.0
2273721,133534.343434
2273722,104100.0
2273725,87600.0
2273728,300000.0
2273729,85178.985
2273739,174180.0
2273752,545000.0
2273754,371100.0
2273755,181900.0
2273758,136900.0
2273759,165500.0
2273760,640000.0
2273764,96500.0
2273765,640000.0
2273770,228000.0
2273771,266054.404
2273776,113600.0
2273783,72000.0
2273786,144800.0
2273789,165500.0
2273791,336900.0
2273793,166100.0
2273796,151800.0
2273814,85600.0
2273827,78700.0
2273831,325500.0
2273833,70450.0
2273834,94809.5666667
2273839,130915.1
2273840,130915.1
2273841,160000.0
2273844,1327000.0
2273845,130030.0
2273846,212525.977
2273848,257000.0
2273850,192900.0
2273858,142716.3
2273859,242200.0
2273863,286000.0
2273868,520874.2
2273869,106109.666667
2273870,131090.083
2273873,187950.0
2273874,223100.0
2273875,740000.0
2273876,163200.0
2273880,122902.502
2273881,187025.103
2273884,151600.0
2273885,119900.0
2273887,79000.0
2273888,196900.0
2273890,148870.0
2273897,69500.0
2273905,69937.982
2273909,76400.0
2273913,292000.0
2273917,188000.0
2273937,61825.647
2273944,65257.0
2273946,82500.0
2273956,126900.0
2273957,120800.0
2273959,180500.0
2273960,280000.0
2273962,140400.0
2273963,79495.5
2273966,141300.0
2273984,211000.0
2273985,186850.0
2273989,974000.0
2273996,672721.0
2274006,905000.0
2274007,481900.0
2274009,418400.0
2274010,161408.472
2274016,283200.0
2274027,759000.0
2274028,209650.0
2274031,609000.0
2274035,725400.0
2274045,101200.0
2274063,96500.0
2274064,566109.28
2274067,97700.0
2274068,123760.4
2274073,95600.0
2274075,124400.0
2274078,117700.0
2274084,118500.0
2274087,519520.0
2274089,396500.0
2274093,129900.0
2274095,128490.0
2274105,154020.0
2274106,128627.669
2274108,1390000.0
2274132,90000.0
2274135,264473.2
2274144,223281.6
2274146,652261.5
2274147,550106.5
2274150,112053.3
2274157,4225000.0
2274169,599400.0
2274171,410000.0
2274178,215700.0
2274179,1046070.0
2274186,85930.0
2274195,291500.0
2274201,115141.2
2274202,176600.0
2274203,110241.4
2274204,162992.1
2274205,101625.8
2274209,101900.0
2274211,52075.0
2274212,98500.0
2274214,258300.0
2274217,2665000.0
2274219,198385.4
2274247,99810.0
2274248,183603.7
2274251,104500.0
2274257,132600.0
2274264,112666.285
2274266,89603.868
2274295,147173.091
2274304,135700.0
2274319,181800.0
2274329,122240.0
2274335,158680.0
2274341,46250.0
2274342,139519.308
2274362,162100.0
2274381,74511.6777778
2274382,96900.0
2274391,1336000.0
2274392,226990.0
2274393,179180.0
2274394,215000.0
2274395,151800.0
2274397,699500.0
2274399,94797.072
2274402,507980.0
2274403,69500.0
2274410,218900.0
2274412,56200.0
2274423,92241.4285714
2274425,102659.52381
2274436,92000.0
2274437,114300.0
2274440,412200.0
2274441,830000.0
2274442,830000.0
2274443,830000.0
2274450,201100.0
2274453,76570.0
2274461,82325.0
2274465,301100.0
2274468,79200.0
2274480,176200.0
2274482,161750.0
2274483,180500.0
2274484,173600.0
2274497,147300.0
2274501,136560.0
2274503,164000.0
2274521,110596.3
2274522,110268.5
2274530,112975.0
2274532,376900.0
2274533,91450.0
2274534,274600.0
2274551,3040000.0
2274552,223000.0
2274562,131000.0
2274563,131000.0
2274564,131000.0
2274565,131000.0
2274582,494000.0
2274590,74300.0
2274591,155000.0
2274596,190300.0
2274602,412500.0
2274603,706500.0
2274604,223273.333333
2274605,183700.0
2274609,87350.0
2274610,88000.0
2274628,92640.0
2274632,261643.2
2274633,333560.4
2274634,70800.0
2274635,284000.0
2274636,370000.0
2274644,122800.0
2274645,467200.0
2274646,123590.0435
2274678,198700.0
2274684,133900.0
2274685,515500.0
2274686,99327.2
2274688,268150.0
2274689,127880.0
2274693,143790.0
2274696,109700.0
2274697,62300.0
2274700,124984.629
2274701,205795.0
2274708,217996.234
2274712,110000.0
2274715,295700.0
2274730,187700.0
2274731,188400.0
2274732,176800.0
2274735,67100.0
2274737,180000.0
2274740,84500.0
2274744,189000.0
2274758,278500.0
2274767,93500.0
2274768,173440.942
2274770,73450.0
2274777,496561.2
2274788,66366.6666667
2274792,210600.0
2274793,176100.0
2274795,3912450.0
2274796,107239.234
2274799,133900.0
2274806,111800.0
2274809,85591.497
2274820,218370.0
2274821,660000.0
2274825,59300.0
2274826,169000.0
2274830,230600.0
2274831,177540.0
2274835,260800.0
2274836,132400.0
2274839,549850.0
2274842,410200.0
2274854,107625.0
2274855,119333.4
2274856,89700.0
2274872,105120.0
2274875,196126.321
2274876,204150.043
2274878,93250.0
2274879,96000.0
2274889,178900.0
2274890,118048.187
2274891,73250.0
2274894,803000.0
2274925,188000.0
2274928,401326.0
2274945,430200.0
2275008,93800.0
2275009,110300.0
2275020,69508.367
2275021,152300.0
2275024,402900.0
2275025,219000.0
2275026,171000.0
2275034,98055.2
2275038,338500.0
2275040,73642.897
2275079,311520.0
2275080,254520.0
2275081,85754.404
2275084,97000.0
2275089,135800.0
2275092,144048.199
2275093,59600.0
2275117,128000.0
2275127,113830.0
2275128,316230.0
2275129,266800.0
2275130,84000.0
2275131,96700.0
2275132,68700.0
2275133,74200.0
2275149,89930.0
2275161,115000.0
2275162,719000.0
2275166,79700.0
2275167,138549.5
2275169,93300.0
2275187,912000.0
2275188,120800.0
2275202,719000.0
2275203,119076.806
2275204,1826000.0
2275206,131983.333333
2275210,1826000.0
2275215,164700.0
2275216,2163412.7
2275220,69209.0909091
2275221,117909.452
2275222,121121.9211
2275223,88861.0904702
2275224,120344.605533
2275230,387950.0
2275243,466500.0
2275257,221200.0
2275294,149000.0
2275295,125600.0
2275298,75402.2
2275299,356490.0
2275300,131500.0
2275301,131500.0
2275414,58000.0
2275423,1323050.0
2275425,1323050.0
2275430,1240000.0
2275438,140083.882143
2275449,64900.0
2275459,312100.0
2275481,217500.0
2275485,85644.079
2275486,140973.058
2275498,270300.0
2275502,126916.276
2275503,262200.0
2275504,102659.52381
2275505,92241.4285714
2275506,96176.1904762
2275507,96176.1904762
2275508,102659.52381
2275509,107940.0
2275510,102659.52381
2275511,102659.52381
2275512,107940.0
2275514,578000.0
2275516,102659.52381
2275522,55391.1
2275523,164780.0
2275525,185400.0
2275527,248293.75
2275528,202500.0
2275534,86700.0
2275536,539300.0
2275537,166700.0
2275539,80590.0
2275551,285590.0
2275555,172150.0
2275568,237040.645
2275569,113850.0
2275573,75836.024
2275576,120600.0
2275577,293000.0
2275588,406900.0
2275605,119100.0
2275609,151700.0
2275637,98600.0
2275640,264900.0
2275641,128125.062
2275644,222175.7
2275646,311000.0
2275653,320640.0
2275661,1300857.12857
2275665,1346000.0
2275668,80950.0
2275669,127300.0
2275670,125800.0
2275671,123000.0
2275672,207799.9
2275673,101200.0
2275674,150500.0
2275675,228000.0
2275679,118200.0
2275697,80440.0
2275707,727000.0
2275723,150400.0
2275725,73420.0
2275731,41245.849
2275739,245000.0
2275740,114700.0
2275741,234000.0
2275746,181000.0
2275753,326800.0
2275754,103100.0
2275757,100500.0
2275758,79900.0
2275761,243800.0
2275771,202900.0
2275777,177000.0
2275782,65500.0
2275784,66250.0
2275792,90500.0
2275894,87100.0
2275928,77800.0
2275958,175694.285714
2275981,116600.0
2275986,243782.7
2275987,153400.0
2275988,1197000.0
2275989,239623.468
2275991,82000.0
2275992,118500.0
2275997,173300.0
2276002,150000.0
2276021,83600.0
2276033,122700.0
2276035,308000.0
2276037,74900.0
2276080,126700.0
2276081,117600.0
2276164,176200.0
2276169,93149.2
2276181,135164.55
2276183,361500.0
2276184,224300.0
2276185,603100.0
2276188,101700.0
2276189,127667.674
2276190,92000.0
2276191,83100.0
2276193,292800.0
2276201,193300.0
2276207,767000.0
2276216,824500.0
2276230,637200.0
2276245,721985.365
2276246,708417.75
2276247,708417.75
2276248,708417.75
2276249,721985.365
2276250,721985.365
2276251,721985.365
2276252,1123672.55
2276253,298080.0
2276254,933005.2
2276255,987937.4
2276256,2168465.2
2276257,479200.4
2276258,479200.4
2276259,517012.8
2276260,838065.9
2276261,750094.248333
2276262,750094.248333
2276263,750094.248333
2276264,1112400.45
2276265,1017224.0
2276272,420592.7
2276273,460747.8
2276274,605104.5
2276276,543789.0
2276277,616717.4
2276279,798935.3
2276280,682298.9
2276281,628378.716667
2276282,647927.74
2276283,647927.74
2276285,994080.133333
2276286,653079.15
2276287,146700.0
2276289,679135.783333
2276290,679135.783333
2276292,679135.783333
2276294,722892.05
2276295,1123672.55
2276296,1187642.9
2276297,1125404.16667
2276298,1187642.9
2276300,161190.0
2276321,288500.0
2276324,192100.0
2276326,327500.0
2276328,186473.95
2276330,471270.0
2276334,198500.0
2276335,70850.0
2276337,48900.0
2276339,267500.0
2276344,139100.0
2276350,120000.0
2276351,95200.0
2276352,86360.0
2276354,425000.0
2276379,127704.243
2276383,208419.0
2276384,130457.142857
2276386,170650.0
2276389,103079.9
2276390,129900.0
2276393,126021.2
2276408,146300.0
2276415,300800.0
2276416,84300.0
2276422,287600.0
2276428,313000.0
2276435,357810.8
2276445,179587.8
2276451,775000.0
2276462,90200.0
2276463,83100.0
2276467,303202.25
2276474,87262.33
2276482,222790.0
2276486,922200.0
2276505,138100.0
2276522,1172000.0
2276578,79300.0
2276579,78500.0
2276613,77300.0
2276639,277400.0
2276640,129500.0
2276641,97400.0
2276648,91560.42
2276649,87300.0
2276654,363000.0
2276660,349000.0
2276662,90000.0
2276664,140650.0
2276665,90000.0
2276669,159500.0
2276675,265100.0
2276680,248500.0
2276697,80200.0
2276698,654400.0
2276702,260000.0
2276704,130000.0
2276707,195700.0
2276709,197500.0
2276711,312237.0
2276712,4235528.0
2276728,101390.0
2276729,321279.1
2276736,103554.36
2276738,161416.7
2276742,203990.0
2276747,115802.0
2276757,908900.0
2276759,421500.0
2276768,192240.0
2276769,126079.8
2276770,211107.4
2276771,77026.0
2276772,112898.36
2276777,92663.77
2276780,191090.0
2276784,83832.5
2276796,129900.0
2276811,215345.0
2276827,128200.0
2276852,122300.0
2276860,133158.062
2276862,161490.908
2276863,560999.9
2276868,83900.0
2276872,112080.0
2276879,262000.0
2276881,150350.0
2276882,75200.0
2276883,264200.0
2276888,83450.0
2276889,182600.0
2276894,229000.0
2276895,632000.0
2276899,76400.0
2276906,256400.0
2276912,126430.0
2276913,71100.0
2276914,67630.0
2277102,167000.0
2277112,90952.5
2277113,65800.0
2277204,418722.1
2277205,132425.0
2277212,280000.0
2277257,214300.0
2277259,123912.5
2277260,123912.5
2277261,123912.5
2277262,123912.5
2277263,123912.5
2277264,83840.0
2277265,95255.3410714
2277266,95255.3410714
2277267,95255.3410714
2277268,95255.3410714
2277280,143690.0
2277281,176000.0
2277282,259500.0
2277283,573000.0
2277286,76400.0
2277287,689000.0
2277310,573000.0
2277312,147667.936667
2277313,147667.936667
2277314,147667.936667
2277315,147667.936667
2277316,147667.936667
2277317,147667.936667
2277318,147667.936667
2277321,44490.0
2277338,115700.0
2277340,48000.0
2277342,61400.0
2277345,49212.406
2277346,200250.0
2277351,177000.0
2277352,288000.0
2277356,133900.0
2277357,133900.0
2277359,104400.0
2277362,83500.0
2277364,71000.0
2277369,85800.0
2277371,94500.0
2277378,105500.0
2277381,445000.0
2277415,55100.0
2277421,84000.0
2277422,53975.7
2277425,130800.0
2277427,152000.0
2277428,134800.0
2277429,134800.0
2277451,125001.895
2277526,84900.0
2277529,573000.0
2277531,79070.0
2277547,120600.0
